FBG1,FBG2,FBG3,Strain,Temperature,Delta_FBG1,Delta_FBG2,Delta_FBG3
0.439134909,0.376944429,0.462679786,4.261832004,3.354444695,-0.07284507874099994,-0.11728044145,-0.030794940400000026
0.301377874,0.74760938,0.50272039,5.380314209,4.432685156,-0.21060211374099996,0.25338450954999997,0.00924566360000001
0.232212695,0.899574573,0.383891221,5.202613113,4.166434858,-0.279767292741,0.40534970254999997,-0.1095835054
0.543552861,0.906472111,0.624237996,6.87852179,5.555713927,0.031572873259000045,0.41224724055,0.13076326959999995
0.116898041,0.939832124,0.627708053,6.004177447,4.953366034,-0.39508194674099995,0.44560725355,0.13423332659999998
0.334905615,0.139272073,0.794025189,5.119724538,3.954728416,-0.17707437274099996,-0.35495279745,0.30055046259999996
0.620072756,0.533461092,0.893892583,7.246455464,6.044313406,0.10809276825900005,0.039236221550000006,0.40041785659999996
0.788597211,0.15167488,0.311722068,3.471862735,2.809039569,0.27661722325900007,-0.34254999045,-0.1817526584
0.24848914,0.743946293,0.033532435,2.834044792,2.44494218,-0.26349084774099996,0.24972142255000002,-0.4599422914
0.569889685,0.762458686,0.876765637,7.792531075,6.188953851,0.05790969725900008,0.26823381555,0.3832909106
0.342081749,0.821257305,0.110631737,3.64061963,2.930807538,-0.16989823874099996,0.32703243455000003,-0.3828429894
0.846452292,0.127488662,0.397287291,3.841250418,3.285747737,0.3344723042590001,-0.36673620845,-0.09618743540000002
0.797295366,0.149917427,0.229251395,3.280306609,2.352784577,0.285315378259,-0.34430744345000003,-0.2642233314
0.722252568,0.720036537,0.641147633,6.937840415,5.406539349,0.21027258025900009,0.22581166655,0.1476729066
0.693948444,0.542724443,0.251799059,4.340217713,3.408332752,0.18196845625900004,0.04849957254999998,-0.24167566740000002
0.345695994,0.181597717,0.908450561,5.664669377,4.617477788,-0.16628399374099995,-0.31262715345000003,0.4149758346
0.583391795,0.400851417,0.462005804,4.659217705,3.70733012,0.07141180725900009,-0.09337345345000003,-0.03146892239999999
0.94728334,0.153351403,0.586229832,5.285117917,4.188804823,0.4353033522590001,-0.34087346745,0.0927551056
0.505888679,0.611454235,0.018110184,2.996570422,2.429194918,-0.006091308740999946,0.11722936454999994,-0.47536454240000003
0.872123909,0.932118282,0.565133184,7.433102632,5.972478059,0.3601439212590001,0.43789341155,0.0716584576
0.696650824,0.922499381,0.707238634,7.623575583,6.081598845,0.18467083625900005,0.42827451054999993,0.21376390759999997
0.152539043,0.57628836,0.606715046,5.075717954,4.067974141,-0.35944094474099997,0.08206348955000003,0.11324031960000003
0.424130671,0.736444236,0.934367015,7.775157164,6.334250941,-0.08784931674099994,0.24221936554999995,0.44089228859999996
0.925568513,0.450839371,0.113238046,3.915427601,3.0578681,0.41358852525900003,-0.04338549945000003,-0.3802366804
0.984841199,0.838898086,0.124662681,5.180140717,3.935871794,0.47286121125900005,0.34467321555,-0.3688120454
0.920841883,0.869896362,0.518838057,7.124468806,5.666503948,0.4088618952590001,0.37567149154999996,0.025363330599999956
0.591275436,0.399002704,0.054761639,2.66174984,1.905643944,0.07929544825900003,-0.09522216645000003,-0.43871308740000003
0.335197242,0.802853449,0.004632023,3.243160859,2.533151066,-0.17678274574099995,0.30862857855,-0.4888427034
0.333499172,0.398168694,0.537395603,4.589458718,3.835029605,-0.17848081574099994,-0.09605617645000003,0.04392087659999999
0.919855616,0.346345994,0.346953202,4.527406434,3.538671946,0.40787562825900003,-0.14787887645000003,-0.1465215244
0.737501248,0.452217941,0.224604823,4.095017431,3.051783712,0.2255212602590001,-0.04200692945000001,-0.2688699034
0.452439516,0.14085702,0.176386987,2.279175353,1.812752749,-0.05954047174099997,-0.35336785045,-0.3170877394
0.498367773,0.41892545,0.914845901,6.783436997,5.299968736,-0.01361221474099994,-0.07529942045000004,0.42137117459999995
0.362393899,0.58058835,0.632264288,5.579924992,4.460843373,-0.14958608874099993,0.08636347954999996,0.1387895616
0.013094457,0.663537372,0.178035967,2.936638418,2.450273096,-0.49888553074099995,0.16931250154999994,-0.3154387594
0.961070317,0.148662728,0.414624124,4.487567916,3.408330206,0.44909032925900005,-0.34556214245000005,-0.07885060240000002
0.085349668,0.996874252,0.50219501,5.69202637,4.605393174,-0.42663031974099996,0.5026493815499999,0.00872028359999999
0.595385017,0.067076477,0.74996047,5.172932686,4.135029172,0.08340502925900006,-0.42714839345,0.2564857436
0.209905593,0.898054289,0.20513964,4.309667994,3.422707284,-0.30207439474099995,0.40382941854999993,-0.2883350864
0.190687721,0.036549668,0.472066945,2.958513486,2.292355371,-0.321292266741,-0.45767520245000004,-0.021407781399999992
0.564841133,0.065708639,0.775527617,5.223509827,4.079731537,0.0528611452590001,-0.42851623145,0.28205289059999994
0.453288835,0.524390269,0.440762747,4.77769327,3.790966025,-0.05869115274099995,0.030165398549999944,-0.0527119794
0.400763061,0.559640331,0.155240246,3.153395955,2.608833135,-0.11121692674099998,0.06541546054999997,-0.33823448040000004
0.18192813,0.861785621,0.946115462,7.71958314,6.257598658,-0.330051857741,0.36756075055,0.45264073559999995
0.373309316,0.270744673,0.643999543,4.959781003,3.763130628,-0.13867067174099995,-0.22348019745000003,0.15052481659999994
0.408734171,0.025386356,0.156152597,1.652585806,1.282920638,-0.10324581674099997,-0.46883851445,-0.3373221294
0.715972229,0.658923942,0.027095993,3.459432853,2.730656389,0.20399224125900006,0.16469907155000002,-0.4663787334
0.221972162,0.231074797,0.671892744,4.431423543,3.594715448,-0.2900078257409999,-0.26315007345,0.17841801759999998
0.019710538,0.104108582,0.799916085,4.242363945,3.408401517,-0.49226944974099995,-0.39011628845,0.3064413586
0.178544662,0.652746108,0.238182781,3.427765362,2.741008742,-0.333435325741,0.15852123754999997,-0.2552919454
0.099441393,0.243172191,0.722266932,4.502683208,3.672026409,-0.41253859474099996,-0.25105267945,0.22879220560000002
0.855696468,0.830219865,0.39718353,6.047413476,4.96910246,0.34371648025900003,0.33599499455,-0.0962911964
0.668085137,0.204984295,0.29314773,3.418423644,2.765466738,0.1561051492590001,-0.28924057545000004,-0.2003269964
0.896335819,0.013001924,0.085508531,2.349447779,1.675930103,0.3843558312590001,-0.48122294645,-0.4079661954
0.207886255,0.026532204,0.181435435,1.311770679,1.144706917,-0.30409373274099993,-0.46769266645,-0.3120392914
0.583041561,0.421424551,0.892671711,7.045643721,5.553890319,0.07106157325900009,-0.07280031945000004,0.39919698459999997
0.817443562,0.341817352,0.259423433,4.008535555,3.162879836,0.30546357425900006,-0.15240751845,-0.23405129340000003
0.379692408,0.590294943,0.268063641,3.973645907,3.034965164,-0.13228757974099997,0.09607007254999994,-0.2254110854
0.624148908,0.409411652,0.552047181,5.170985221,4.182877564,0.11216892025900005,-0.08481321845,0.058572454600000046
0.436126529,0.29446576,0.948453307,6.583369394,5.22058145,-0.07585345874099997,-0.19975911045,0.45497858059999996
0.763605794,0.140113176,0.868467976,6.180697605,4.970281381,0.251625806259,-0.35411169445,0.3749932496
0.487431198,0.894552227,0.799855256,7.746820107,5.958300623,-0.024548789740999943,0.40032735655,0.30638052959999995
0.425213504,0.022469308,0.268677359,2.278405665,1.784751927,-0.08676648374099993,-0.47175556245,-0.2247973674
0.541634215,0.63347822,0.257887685,4.328466638,3.648950717,0.02965422725900002,0.13925334954999996,-0.23558704140000003
0.139356074,0.834930237,0.984402181,7.587954301,6.197964499,-0.37262391374099996,0.34070536655,0.4909274546
0.525690182,0.171679286,0.272307327,2.838447871,2.234155084,0.013710194258999997,-0.32254558445000003,-0.22116739940000002
0.018390677,0.914298807,0.117751083,3.428156009,2.821672219,-0.49358931074099993,0.42007393654999997,-0.3757236434
0.576516476,0.274055221,0.554178003,4.651253825,3.797862596,0.06453648825900005,-0.22016964945,0.06070327659999997
0.651420388,0.829741804,0.206421272,4.870493176,3.996443695,0.13944040025900006,0.33551693354999995,-0.2870534544
0.010995829,0.13688563,0.900018642,4.796027976,3.83299557,-0.500984158741,-0.35733924045,0.4065439156
0.873890078,0.597413102,0.60051686,6.627421185,5.279573339,0.361910090259,0.10318823154999995,0.10704213360000003
0.665036675,0.175371279,0.914411946,6.304994583,5.152673198,0.153056687259,-0.31885359145000003,0.42093721959999997
0.418770525,0.383138528,0.518917705,4.636775155,3.647458275,-0.09320946274099995,-0.11108634245000004,0.0254429786
0.046965967,0.166283369,0.738033616,4.345513215,3.47216057,-0.46501402074099996,-0.32794150145,0.24455888959999994
0.082798668,0.603152109,0.24534911,3.132122031,2.716420462,-0.42918131974099993,0.10892723855000003,-0.2481256164
0.389295614,0.288693737,0.355672716,3.481238677,2.815600167,-0.12268437374099994,-0.20553113345000001,-0.1378020104
0.719045905,0.297121716,0.56640464,5.187524385,3.972689777,0.20706591725900003,-0.19710315445000004,0.07292991360000001
0.476050402,0.663671165,0.936829739,7.573378811,6.202588293,-0.03592958574099997,0.16944629455,0.4433550126
0.732572097,0.214940379,0.031183135,2.165025537,1.754472772,0.22059210925900008,-0.27928449145,-0.4622915914
0.262264044,0.595077931,0.051425813,2.370628379,2.094081557,-0.24971594374099998,0.10085306054999993,-0.4420489134
0.496366247,0.596842849,0.334243891,4.4894455,3.580951755,-0.01561374074099997,0.10261797854999993,-0.1592308354
0.770912204,0.106598253,0.075137782,2.080827798,1.708390767,0.2589322162590001,-0.38762661745000004,-0.4183369444
0.728188756,0.495491316,0.688402396,6.394397863,5.20379176,0.21620876825900004,0.001266445549999995,0.19492766959999996
0.434827339,0.246402033,0.819102318,5.678027544,4.536283566,-0.07715264874099997,-0.24782283745000003,0.3256275916
0.799415879,0.694696471,0.272145137,5.111561134,3.912490932,0.28743589125900004,0.20047160054999996,-0.22132958940000003
0.590230667,0.360973897,0.091582073,2.691088841,2.11475605,0.07825067925900009,-0.13325097345000003,-0.4018926534
0.917313575,0.136818631,0.950237354,6.963325034,5.536835827,0.40533358725900004,-0.35740623945000005,0.45676262759999997
0.446005773,0.185132929,0.541900947,4.23010214,3.422366249,-0.06597421474099996,-0.30909194145,0.048426220600000014
0.872945836,0.732224886,0.806561148,8.008877873,6.42653503,0.360965848259,0.23800001555,0.3130864216
0.658783367,0.692276565,0.849195652,7.671990281,6.03059554,0.146803379259,0.19805169455,0.3557209256
0.249668009,0.489424964,0.221209442,3.120584877,2.731421181,-0.262311978741,-0.004799906450000002,-0.2722652844
0.987668008,0.94405934,0.039426811,4.85109088,4.025835138,0.47568802025900003,0.44983446955,-0.4540479154
0.705575173,0.925248317,0.180575345,5.165450891,4.221324007,0.1935951852590001,0.43102344654999997,-0.3128993814
0.567945231,0.915488298,0.033945979,4.113332126,3.261251061,0.0559652432590001,0.42126342754999996,-0.4595287474
0.697420267,0.297349007,0.924396195,6.807200221,5.540423625,0.18544027925900008,-0.19687586345000002,0.4309214686
0.971058245,0.944266489,0.474214217,7.121578994,5.798057308,0.4590782572590001,0.45004161854999997,-0.019260509400000014
0.862042651,0.844549399,0.319100473,5.849305135,4.802658837,0.35006266325900004,0.35032452855,-0.1743742534
0.828915474,0.037007635,0.596269878,4.736753566,3.826708642,0.31693548625900003,-0.45721723545000004,0.10279515159999997
0.230008837,0.120566886,0.076953202,1.239870337,1.041462977,-0.281971150741,-0.37365798445000004,-0.4165215244
0.696288776,0.339874964,0.724766772,6.179172979,4.761678986,0.1843087882590001,-0.15434990645000002,0.23129204559999994
0.065356341,0.315290338,0.539491292,3.88221683,2.987050921,-0.44662364674099997,-0.17893453245000002,0.0460165656
0.790723165,0.318752503,0.625891376,5.535938801,4.519792261,0.278743177259,-0.17547236745,0.1324166496
0.885977748,0.615863188,0.232959475,4.846549434,3.893775299,0.373997760259,0.12163831754999993,-0.2605152514
0.024400782,0.870098874,0.021269411,2.898338571,2.27465393,-0.48757920574099994,0.37587400354999995,-0.4722053154
0.874701673,0.528937134,0.939067699,8.070234092,6.497183335,0.36272168525900006,0.034712263549999955,0.44559297259999997
0.798783236,0.997934111,0.350711815,6.454025923,5.241119066,0.28680324825900005,0.5037092405499999,-0.14276291140000003
0.767188289,0.401930914,0.47987562,5.340774465,3.983480107,0.25520830125900007,-0.09229395645000005,-0.013599106400000005
0.627505463,0.873677114,0.984083469,8.89883057,6.978092787,0.11552547525900003,0.37945224355,0.4906087426
0.768273414,0.417766782,0.421357002,4.921563045,3.868217579,0.2562934262590001,-0.07645808845000002,-0.07211772440000003
0.737582302,0.238777146,0.110474113,2.848375454,2.175974036,0.22560231425900001,-0.25544772445,-0.3830006134
0.354622158,0.287238992,0.29630812,3.066990676,2.382806496,-0.15735782974099993,-0.20698587845,-0.1971666064
0.233607751,0.04209319,0.017873935,0.685255049,0.662360607,-0.278372236741,-0.45213168045,-0.4756007914
0.98772239,0.427773134,0.384326647,5.145255993,4.130729694,0.475742402259,-0.06645173645000002,-0.10914807939999999
0.679647283,0.218253888,0.949961184,6.920203485,5.368895084,0.16766729525900004,-0.27597098245,0.45648645759999995
0.786345014,0.089411002,0.417580776,3.846984048,2.929777178,0.27436502625900006,-0.40481386845,-0.07589395040000002
0.879118308,0.944732022,0.467401511,7.082677011,5.41853198,0.36713832025900006,0.45050715154999993,-0.026073215400000016
0.613411389,0.167033946,0.991168626,6.73375416,5.330477379,0.10143140125900008,-0.32719092445000003,0.4976938996
0.231671701,0.942731774,0.649646649,6.399841353,5.089664021,-0.28030828674099995,0.44850690354999995,0.1561719226
0.607736795,0.512688511,0.230669812,3.943653111,3.217269458,0.09575680725900004,0.018463640549999993,-0.2628049144
0.176528032,0.220486209,0.186438262,1.736703351,1.545945235,-0.33545195574099995,-0.27373866145000003,-0.3070364644
0.779584474,0.350125259,0.057842677,2.961308909,2.600369861,0.267604486259,-0.14409961145,-0.4356320494
0.96910263,0.883785885,0.927752283,9.316847479,7.604919415,0.457122642259,0.38956101455,0.4342775566
0.994907823,0.173895249,0.396242019,4.433475892,3.493923026,0.48292783525900007,-0.32032962145,-0.0972327074
0.758238476,0.696020618,0.153895906,4.386373107,3.482359184,0.2462584882590001,0.20179574755000002,-0.3395788204
0.815833125,0.224440572,0.223817615,3.619491783,2.779679728,0.3038531372590001,-0.26978429845,-0.26965711140000004
0.536974423,0.592939935,0.580086208,5.702625019,4.778473564,0.024994435259000025,0.09871506454999995,0.08661148159999998
0.091486837,0.877460863,0.265600043,4.037465717,3.229479677,-0.42049315074099997,0.38323599255,-0.2278746834
0.129514921,0.88874808,0.955651498,7.851697914,6.060111028,-0.38246506674099995,0.39452320955000003,0.46217677160000004
0.862127617,0.809516075,0.655241981,7.625272081,5.875746055,0.350147629259,0.31529120455,0.16176725459999997
0.550857371,0.08698676,0.408453213,3.405310653,2.735839566,0.03887738325900003,-0.40723811045,-0.08502151340000003
0.372688517,0.259753784,0.723420114,5.242885257,4.151785049,-0.13929147074099996,-0.23447108645000003,0.22994538759999994
0.495875735,0.081046216,0.220183202,2.469953719,1.934139096,-0.01610425274099997,-0.41317865445,-0.27329152440000004
0.683258764,0.076130859,0.851206914,5.776696253,4.500073198,0.171278776259,-0.41809401145,0.35773218760000003
0.495146527,0.480586577,0.592407785,5.345561126,4.082202986,-0.01683346074099995,-0.013638293450000005,0.09893305860000001
0.824680966,0.347809208,0.678016153,6.20595777,4.904410498,0.312700978259,-0.14641566245000004,0.18454142659999995
0.565731964,0.26702827,0.878629986,6.494200098,4.94786894,0.05375197625900008,-0.22719660045,0.38515525959999997
0.797426022,0.658451835,0.850581729,7.879404279,6.042746749,0.28544603425900006,0.16422696455000002,0.35710700259999995
0.867294201,0.708362977,0.837013328,7.956762539,6.434408431,0.35531421325900003,0.21413810654999993,0.34353860159999994
0.697471462,0.680140772,0.618611378,6.727128241,5.300322204,0.18549147425900003,0.18591590154999998,0.12513665159999998
0.75271664,0.158605105,0.880870759,6.332505301,5.036865046,0.2407366522590001,-0.33561976545000005,0.3873960326
0.871843528,0.029247283,0.825816751,5.926998879,4.638365663,0.359863540259,-0.46497758745,0.33234202459999995
0.128869867,0.335118854,0.743508256,5.014871363,3.989198739,-0.3831101207409999,-0.15910601645,0.2500335296
0.160759896,0.817967024,0.832134178,7.091507796,5.57753584,-0.35122009174099994,0.32374215354999997,0.3386594516
0.507467734,0.006385872,0.287038133,2.554681346,1.790514101,-0.00451225374099995,-0.48783899845,-0.20643659340000003
0.616926918,0.981186178,0.631813527,7.377966556,5.834141863,0.10494693025900004,0.48696130754999994,0.13833880060000003
0.259803581,0.634005703,0.53998538,5.167880023,4.186789139,-0.25217640674099995,0.13978083255,0.04651065359999995
0.779845395,0.106980639,0.761027903,5.690123686,4.513499154,0.2678654072590001,-0.38724423145000003,0.2675531766
0.541266579,0.962992004,0.341872166,5.736683951,4.603674522,0.029286591259000017,0.46876713354999994,-0.15160256040000003
0.632621893,0.932028106,0.102509728,4.320920735,3.589527167,0.12064190525900009,0.43780323554999995,-0.3909649984
0.937228487,0.687885722,0.067837059,4.247638691,3.378754957,0.4252484992590001,0.19366085154999996,-0.4256376674
0.300963567,0.708172089,0.067350601,3.087328601,2.273571473,-0.21101642074099997,0.21394721854999993,-0.4261241254
0.58217046,0.345883057,0.620915518,5.191466272,4.23947307,0.07019047225899999,-0.14834181345000003,0.1274407916
0.045742034,0.871536806,0.973488969,7.612171664,6.284296714,-0.46623795374099997,0.37731193555000003,0.48001424260000003
0.968877855,0.749651832,0.13008624,4.816695284,3.70037811,0.45689786725900006,0.25542696154999994,-0.3633884864
0.758263196,0.024586916,0.022123552,1.876452469,1.228763524,0.24628320825900007,-0.46963795445,-0.4713511744
0.323610219,0.48864319,0.770407418,6.122489071,4.821563654,-0.18836976874099998,-0.005581680450000015,0.2769326916
0.683295377,0.445902706,0.273626666,4.025851647,3.359490759,0.17131538925900003,-0.04832216445000004,-0.2198480604
0.9971245,0.426181302,0.451387024,5.514644258,4.321865642,0.485144512259,-0.06804356845000004,-0.04208770239999998
0.163623821,0.794809549,0.693682226,6.172692661,4.937963474,-0.34835616674099995,0.30058467855,0.20020749959999995
0.220769613,0.082381046,0.680499302,4.046012925,3.062211927,-0.291210374741,-0.41184382445,0.18702457559999996
0.654511214,0.273259527,0.950863562,6.902621319,5.478713701,0.14253122625900005,-0.22096534345000002,0.4573888356
0.151057892,0.432334801,0.94361592,6.241371581,5.286095125,-0.360922095741,-0.06189006945000003,0.45014119360000004
0.419727317,0.638525948,0.397594398,4.629942933,3.844019283,-0.09225267074099996,0.14430107754999993,-0.09588032839999999
0.274215202,0.983977648,0.409334006,5.609304503,4.506375051,-0.23776478574099996,0.48975277754999996,-0.08414072040000004
0.894099204,0.229954606,0.213104704,3.606538704,2.800662367,0.382119216259,-0.26427026445,-0.2803700224
0.031134083,0.651666825,0.368526344,3.779468785,3.148864362,-0.480845904741,0.15744195454999993,-0.1249483824
0.86435825,0.473209907,0.968193428,8.078848902,6.271034416,0.35237826225900004,-0.021014963450000035,0.47471870159999996
0.185525516,0.868623168,0.776596853,6.796747026,5.638561596,-0.32645447174099995,0.3743982975499999,0.2831221266
0.770921845,0.844783228,0.761023991,7.906629852,6.335012953,0.2589418572590001,0.35055835755000003,0.26754926459999995
0.626220322,0.131244878,0.032526179,1.890840575,1.39930872,0.11424033425900004,-0.36297999245,-0.4609485474
0.920847848,0.616650315,0.796537291,7.670971838,6.011510119,0.408867860259,0.12242544454999998,0.30306256460000003
0.481522352,0.117308189,0.125185792,1.986372322,1.646647962,-0.030457635740999967,-0.37691668145,-0.3682889344
0.685565287,0.430305895,0.200524727,3.613028928,2.972681849,0.17358529925900001,-0.06391897545000003,-0.2929499994
0.491594547,0.064208937,0.581971402,4.066026256,3.170507687,-0.02038544074099996,-0.43001593345,0.08849667559999996
0.268993404,0.797559101,0.310361959,4.461887962,3.739018179,-0.24298658374099996,0.30333423055000003,-0.1831127674
0.455220149,0.01162054,0.072446888,1.232878522,0.951912041,-0.056759838740999935,-0.48260433045,-0.4210278384
0.392493556,0.479938835,0.600020548,5.207228941,4.110469265,-0.11948643174099993,-0.014286035450000012,0.10654582160000003
0.291662579,0.694981886,0.860122397,6.814020972,5.53946786,-0.22031740874099998,0.20075701554999997,0.36664767060000003
0.779850989,0.039618825,0.480506947,4.031977815,3.01374448,0.2678710012590001,-0.45460604545,-0.01296777939999999
0.104930178,0.242045016,0.986662593,5.840820821,4.756312418,-0.40704980974099997,-0.25217985445,0.4931878666
0.142495543,0.498888153,0.618155734,4.846816242,3.750472147,-0.36948444474099995,0.004663282549999981,0.1246810076
0.702464971,0.559648683,0.009770847,3.108580484,2.369058171,0.1904849832590001,0.06542381255000002,-0.48370387940000004
0.326461308,0.517711643,0.087866499,2.639213622,1.927878266,-0.18551867974099995,0.023486772550000035,-0.4056082274
0.350626931,0.033203109,0.078578497,1.241699826,0.914655188,-0.16135305674099998,-0.46102176145,-0.41489622940000004
0.396923276,0.132715754,0.567540848,4.117149763,3.182305646,-0.11505671174099996,-0.36150911645000006,0.07406612160000003
0.689464969,0.800586699,0.200150244,4.716464734,3.803595557,0.17748498125900003,0.30636182855,-0.2933244824
0.167482582,0.10456784,0.63643025,3.710499848,2.954106703,-0.34449740574099996,-0.38965703045,0.14295552359999997
0.706475726,0.031586145,0.936212246,6.084566677,4.766304561,0.19449573825900002,-0.46263872545,0.44273751959999996
0.051971284,0.541296335,0.709060519,5.224413878,4.313876828,-0.46000870374099995,0.04707146454999994,0.2155857926
0.870969124,0.714086932,0.801728083,7.857647327,6.243528155,0.3589891362590001,0.21986206154999993,0.3082533566
0.339450193,0.814825114,0.080114846,3.446950352,2.898333291,-0.17252979474099994,0.32060024355,-0.4133598804
0.894816656,0.547592376,0.81729777,7.389287624,5.891872136,0.3828366682590001,0.05336750554999997,0.3238230436
0.452318285,0.643577695,0.526402661,5.421770877,4.411138583,-0.05966170274099997,0.14935282454999993,0.032927934599999986
0.731589522,0.081629982,0.060352084,2.027972072,1.673195377,0.2196095342590001,-0.41259488845000003,-0.4331226424
0.247103234,0.15954468,0.871783567,5.391261288,4.315267398,-0.26487675374099995,-0.33468019045,0.37830884060000003
0.219213987,0.975865256,0.336895792,4.994760396,4.074825906,-0.29276600074099995,0.48164038554999994,-0.15657893439999998
0.182117916,0.789698507,0.658707776,5.985570448,4.90797414,-0.32986207174099996,0.29547363655,0.16523304959999996
0.498195716,0.555363551,0.719201778,6.165821146,4.988443048,-0.013784271740999943,0.06113868054999999,0.22572705159999995
0.228454741,0.996333916,0.974793162,8.316733125,6.733477569,-0.283525246741,0.5021090455499999,0.4813184356
0.650325686,0.199542451,0.680228242,5.215577074,4.162696521,0.138345698259,-0.29468241945,0.18675351559999998
0.072198409,0.030652502,0.257682889,1.582081548,1.199226902,-0.43978157874099993,-0.46357236845,-0.23579183739999998
0.462622957,0.868272505,0.72716907,6.987322129,5.794501313,-0.04935703074099995,0.37404763454999995,0.23369434359999997
0.742706521,0.425493334,0.345934993,4.455605041,3.462197218,0.23072653325900006,-0.06873153645000002,-0.14753973339999998
0.371038763,0.987649564,0.040109191,3.935682908,3.084530937,-0.14094122474099996,0.49342469355,-0.4533655354
0.867031496,0.578675409,0.438615419,5.681549766,4.362843187,0.355051508259,0.08445053855000001,-0.0548593074
0.72525766,0.486668941,0.873423238,7.546941702,5.638224686,0.21327767225900007,-0.0075559294499999985,0.3799485116
0.900701864,0.421720927,0.276827797,4.485685497,3.390938033,0.388721876259,-0.07250394345,-0.21664692940000002
0.592350329,0.912363346,0.210662189,4.874696179,4.028028864,0.080370341259,0.41813847555,-0.2828125374
0.622966584,0.63156022,0.733113022,6.796632515,5.356523764,0.11098659625900009,0.13733534954999999,0.23963829559999994
0.131567685,0.715824965,0.909032521,6.778148234,5.674405468,-0.38041230274099996,0.22160009455000002,0.4155577946
0.179683109,0.237543325,0.971395094,5.920911688,4.752434727,-0.33229687874099995,-0.25668154545,0.4779203676
0.180976953,0.854385093,0.492277856,5.303192862,4.179689167,-0.33100303474099996,0.36016022254999996,-0.0011968703999999941
0.247231074,0.870749901,0.445305255,5.424777155,4.394439943,-0.26474891374099996,0.37652503055000003,-0.0481694714
0.514817354,0.359233369,0.592950851,5.017135046,4.123192725,0.002837366258999996,-0.13499150145,0.0994761246
0.163523873,0.391081537,0.969412322,6.335677375,5.001252672,-0.34845611474099997,-0.10314333345000004,0.47593759560000004
0.258133433,0.656736665,0.325190064,4.048871396,3.371821222,-0.25384655474099993,0.16251179455000003,-0.1682846624
0.773473126,0.130873661,0.969821045,6.962557594,5.281028197,0.261493138259,-0.36335120945,0.4763463186
0.453789541,0.236050463,0.073496747,1.951089933,1.574564497,-0.058190446740999935,-0.25817440745000003,-0.41997797940000003
0.169757905,0.519773949,0.337003176,3.767109242,2.775634594,-0.34222208274099997,0.025549078549999937,-0.1564715504
0.828883366,0.430887524,0.248714273,4.275415842,3.136090303,0.31690337825900006,-0.06333734645,-0.2447604534
0.617144987,0.706777217,0.167041908,4.238037836,3.322546435,0.10516499925900002,0.21255234654999994,-0.32643281840000005
0.167619216,0.036671427,0.736402015,4.164136103,3.276342557,-0.344360771741,-0.45755344345000004,0.2429272886
0.663804528,0.474630876,0.844170449,7.011733657,5.519197807,0.15182454025900005,-0.01959399445000004,0.35069572260000004
0.805670153,0.585354364,0.868271281,7.515992544,6.026573207,0.29369016525900005,0.09112949354999994,0.37479655459999994
0.20584121,0.111919619,0.269749612,2.068300996,1.627569403,-0.30613877774099996,-0.38230525145000005,-0.22372511439999998
0.057086856,0.531169528,0.936605692,6.475226555,5.186906349,-0.45489313174099993,0.036944657549999926,0.4431309656
0.039343541,0.122109914,0.452199028,2.701122246,2.168596906,-0.47263644674099997,-0.37211495645000003,-0.041275698400000005
0.933875018,0.316156105,0.507234809,5.211873409,4.238392127,0.421895030259,-0.17806876545,0.013760082599999945
0.041572859,0.148343201,0.986630123,5.456085491,4.312726263,-0.47040712874099994,-0.34588166945,0.49315539659999996
0.965118696,0.004939981,0.951811785,6.874526814,5.38444693,0.45313870825900004,-0.48928488945000004,0.45833705859999996
0.639119938,0.867918295,0.454739856,6.280383209,4.829817732,0.12713995025900005,0.37369342454999993,-0.03873487040000001
0.515596029,0.48884658,0.666864258,5.825852685,4.711723553,0.003616041259000058,-0.005378290450000045,0.17338953160000004
0.139651255,0.02997359,0.307929942,2.004017915,1.634319732,-0.372328732741,-0.46425128045,-0.1855447844
0.704680763,0.201853452,0.673432433,5.345433346,4.303475317,0.1927007752590001,-0.29237141845000003,0.1799577066
0.969912046,0.093900716,0.672602118,5.414149672,4.359775909,0.4579320582590001,-0.40032415445,0.17912739160000002
0.443750219,0.868142254,0.177149789,4.28522955,3.491750418,-0.06822976874099995,0.37391738355,-0.3163249374
0.692625952,0.83811529,0.944614219,8.778957748,7.016292795,0.18064596425900004,0.34389041954999994,0.45113949259999997
0.683248028,0.497174764,0.61784724,5.919857241,4.596900421,0.171268040259,0.0029498935499999712,0.12437251360000001
0.868904984,0.570609747,0.03038706,3.577236109,2.754417656,0.3569249962590001,0.07638487654999998,-0.4630876664
0.930948696,0.689526751,0.676513386,7.283060753,5.786537687,0.418968708259,0.19530188055000003,0.1830386596
0.215675152,0.65888547,0.393864406,4.567742403,3.669949403,-0.29630483574099997,0.16466059954999995,-0.09961032040000001
0.651232977,0.10659303,0.657845305,5.07406746,3.912690023,0.1392529892590001,-0.38763184045,0.16437057860000004
0.999413726,0.048212039,0.977174184,7.251212513,5.431542847,0.48743373825900005,-0.44601283145000004,0.4836994576
0.406907961,0.87075345,0.782385484,7.322099172,5.885756733,-0.10507202674099997,0.37652857955,0.28891075759999996
0.567016261,0.738449209,0.878515561,7.771520405,6.149277345,0.05503627325900007,0.24422433854999998,0.38504083459999994
0.404140322,0.327033162,0.667593386,4.975682801,4.023188029,-0.10783966574099996,-0.16719170845000003,0.17411865959999995
0.807845942,0.762285135,0.797813649,8.039308975,6.406625301,0.2958659542590001,0.2680602645499999,0.30433892259999995
