FBG1,FBG2,FBG3,Strain,Temperature,Combined_Target
0.627505463,0.873677114,0.984083469,8.89883057,6.978092787,2.1287613335898
0.768273414,0.417766782,0.421357002,4.921563045,3.868217579,-0.04168085461913219
0.737582302,0.238777146,0.110474113,2.848375454,2.175974036,-1.1876482626318259
0.354622158,0.287238992,0.29630812,3.066990676,2.382806496,-1.0609839882705134
0.233607751,0.04209319,0.017873935,0.685255049,0.662360607,-2.3316238581138222
0.98772239,0.427773134,0.384326647,5.145255993,4.130729694,0.0983619773164206
0.679647283,0.218253888,0.949961184,6.920203485,5.368895084,1.0362650800972526
0.786345014,0.089411002,0.417580776,3.846984048,2.929777178,-0.6482388125155575
0.879118308,0.944732022,0.467401511,7.082677011,5.41853198,1.1090504267189056
0.613411389,0.167033946,0.991168626,6.73375416,5.330477379,0.9565430755388789
0.231671701,0.942731774,0.649646649,6.399841353,5.089664021,0.7784825324989735
0.607736795,0.512688511,0.230669812,3.943653111,3.217269458,-0.5520153303503181
0.176528032,0.220486209,0.186438262,1.736703351,1.545945235,-1.7452314620928329
0.779584474,0.350125259,0.057842677,2.961308909,2.600369861,-1.0570737100965886
0.96910263,0.883785885,0.927752283,9.316847479,7.604919415,2.4184144040190634
0.994907823,0.173895249,0.396242019,4.433475892,3.493923026,-0.30652868617310175
0.758238476,0.696020618,0.153895906,4.386373107,3.482359184,-0.32705011672051354
0.815833125,0.224440572,0.223817615,3.619491783,2.779679728,-0.7666849664399534
0.536974423,0.592939935,0.580086208,5.702625019,4.778473564,0.445999939932055
0.091486837,0.877460863,0.265600043,4.037465717,3.229479677,-0.513363477318627
0.129514921,0.88874808,0.955651498,7.851697914,6.060111028,1.5369756223911708
0.862127617,0.809516075,0.655241981,7.625272081,5.875746055,1.4119107817782102
0.550857371,0.08698676,0.408453213,3.405310653,2.735839566,-0.8582047068005122
0.372688517,0.259753784,0.723420114,5.242885257,4.151785049,0.1402989117938723
0.495875735,0.081046216,0.220183202,2.469953719,1.934139096,-1.3830681681043147
0.683258764,0.076130859,0.851206914,5.776696253,4.500073198,0.41742974048017006
0.495146527,0.480586577,0.592407785,5.345561126,4.082202986,0.1655871186287475
0.824680966,0.347809208,0.678016153,6.20595777,4.904410498,0.6657743151223261
0.565731964,0.26702827,0.878629986,6.494200098,4.94786894,0.7857523722790655
0.797426022,0.658451835,0.850581729,7.879404279,6.042746749,1.5440891145029902
0.867294201,0.708362977,0.837013328,7.956762539,6.434408431,1.6542411000950028
0.697471462,0.680140772,0.618611378,6.727128241,5.300322204,0.9478040401948747
0.75271664,0.158605105,0.880870759,6.332505301,5.036865046,0.7417060724186874
0.871843528,0.029247283,0.825816751,5.926998879,4.638365663,0.5037121888880094
0.128869867,0.335118854,0.743508256,5.014871363,3.989198739,0.019089819792429283
0.160759896,0.817967024,0.832134178,7.091507796,5.57753584,1.1450708735821762
0.507467734,0.006385872,0.287038133,2.554681346,1.790514101,-1.3798846938597626
0.616926918,0.981186178,0.631813527,7.377966556,5.834141863,1.3080865190738402
0.259803581,0.634005703,0.53998538,5.167880023,4.186789139,0.11857923510960491
0.779845395,0.106980639,0.761027903,5.690123686,4.513499154,0.3868265284375518
0.541266579,0.962992004,0.341872166,5.736683951,4.603674522,0.42326518599588947
0.632621893,0.932028106,0.102509728,4.320920735,3.589527167,-0.330285359875564
0.937228487,0.687885722,0.067837059,4.247638691,3.378754957,-0.4017593021785647
0.300963567,0.708172089,0.067350601,3.087328601,2.273571473,-1.0755558848026001
0.58217046,0.345883057,0.620915518,5.191466272,4.23947307,0.13847479828354886
0.045742034,0.871536806,0.973488969,7.612171664,6.284296714,1.4906725925453557
0.968877855,0.749651832,0.13008624,4.816695284,3.70037811,-0.1165179664826975
0.758263196,0.024586916,0.022123552,1.876452469,1.228763524,-1.7564507801274927
0.323610219,0.48864319,0.770407418,6.122489071,4.821563654,0.6166177818346882
0.683295377,0.445902706,0.273626666,4.025851647,3.359490759,-0.4911682064795474
0.9971245,0.426181302,0.451387024,5.514644258,4.321865642,0.27990085876470094
0.163623821,0.794809549,0.693682226,6.172692661,4.937963474,0.6598399039286892
0.220769613,0.082381046,0.680499302,4.046012925,3.062211927,-0.5443832293729878
0.654511214,0.273259527,0.950863562,6.902621319,5.478713701,1.0520185196438185
0.151057892,0.432334801,0.94361592,6.241371581,5.286095125,0.7577179471451905
0.419727317,0.638525948,0.397594398,4.629942933,3.844019283,-0.15900940910155292
0.274215202,0.983977648,0.409334006,5.609304503,4.506375051,0.35422454835868283
0.894099204,0.229954606,0.213104704,3.606538704,2.800662367,-0.7673715839151032
0.031134083,0.651666825,0.368526344,3.779468785,3.148864362,-0.6293099518028354
0.86435825,0.473209907,0.968193428,8.078848902,6.271034416,1.6677680321678143
0.185525516,0.868623168,0.776596853,6.796747026,5.638561596,1.0440149389530162
0.770921845,0.844783228,0.761023991,7.906629852,6.335012953,1.614534546322517
0.626220322,0.131244878,0.032526179,1.890840575,1.39930872,-1.7159214595981345
0.920847848,0.616650315,0.796537291,7.670971838,6.011510119,1.4573698815816392
0.481522352,0.117308189,0.125185792,1.986372322,1.646647962,-1.6283731401903798
0.685565287,0.430305895,0.200524727,3.613028928,2.972681849,-0.7295829740798087
0.491594547,0.064208937,0.581971402,4.066026256,3.170507687,-0.514456213932041
0.268993404,0.797559101,0.310361959,4.461887962,3.739018179,-0.24530269157295834
0.455220149,0.01162054,0.072446888,1.232878522,0.951912041,-2.0612200981421003
0.392493556,0.479938835,0.600020548,5.207228941,4.110469265,0.11808466133948205
0.291662579,0.694981886,0.860122397,6.814020972,5.53946786,1.0303428268643944
0.779850989,0.039618825,0.480506947,4.031977815,3.01374448,-0.5597336659662115
0.104930178,0.242045016,0.986662593,5.840820821,4.756312418,0.4947022463380368
0.142495543,0.498888153,0.618155734,4.846816242,3.750472147,-0.09463579305658311
0.702464971,0.559648683,0.009770847,3.108580484,2.369058171,-1.0477792754916764
0.326461308,0.517711643,0.087866499,2.639213622,1.927878266,-1.3191347399691677
0.350626931,0.033203109,0.078578497,1.241699826,0.914655188,-2.065463971671443
0.396923276,0.132715754,0.567540848,4.117149763,3.182305646,-0.49233752698906974
0.689464969,0.800586699,0.200150244,4.716464734,3.803595557,-0.13396404517990065
0.167482582,0.10456784,0.63643025,3.710499848,2.954106703,-0.6958368007482456
0.706475726,0.031586145,0.936212246,6.084566677,4.766304561,0.5906700734781944
0.051971284,0.541296335,0.709060519,5.224413878,4.313876828,0.16643297587861466
0.870969124,0.714086932,0.801728083,7.857647327,6.243528155,1.57689394965687
0.339450193,0.814825114,0.080114846,3.446950352,2.898333291,-0.8088267056722014
0.894816656,0.547592376,0.81729777,7.389287624,5.891872136,1.3242913684722721
0.452318285,0.643577695,0.526402661,5.421770877,4.411138583,0.2624290231874976
0.731589522,0.081629982,0.060352084,2.027972072,1.673195377,-1.6068983809822046
0.247103234,0.15954468,0.871783567,5.391261288,4.315267398,0.2310064412474641
0.219213987,0.975865256,0.336895792,4.994760396,4.074825906,0.028906280967403462
0.182117916,0.789698507,0.658707776,5.985570448,4.90797414,0.5815876130254889
0.498195716,0.555363551,0.719201778,6.165821146,4.988443048,0.6675475451247848
0.228454741,0.996333916,0.974793162,8.316733125,6.733477569,1.8542925167944522
0.650325686,0.199542451,0.680228242,5.215577074,4.162696521,0.13201512330717277
0.072198409,0.030652502,0.257682889,1.582081548,1.199226902,-1.8759343498678422
0.462622957,0.868272505,0.72716907,6.987322129,5.794501313,1.149434965323597
0.742706521,0.425493334,0.345934993,4.455605041,3.462197218,-0.30451026421913996
0.371038763,0.987649564,0.040109191,3.935682908,3.084530937,-0.5823161477150047
0.867031496,0.578675409,0.438615419,5.681549766,4.362843187,0.35261753048793254
0.72525766,0.486668941,0.873423238,7.546941702,5.638224686,1.333004370887639
0.900701864,0.421720927,0.276827797,4.485685497,3.390938033,-0.30753793870915863
0.592350329,0.912363346,0.210662189,4.874696179,4.028028864,-0.026955712362349796
0.622966584,0.63156022,0.733113022,6.796632515,5.356523764,0.9861139427430565
0.131567685,0.715824965,0.909032521,6.778148234,5.674405468,1.044201578013291
0.179683109,0.237543325,0.971395094,5.920911688,4.752434727,0.5247667042708485
0.180976953,0.854385093,0.492277856,5.303192862,4.179689167,0.16926033270019994
0.247231074,0.870749901,0.445305255,5.424777155,4.394439943,0.26016183903132206
0.514817354,0.359233369,0.592950851,5.017135046,4.123192725,0.04744939452223906
0.163523873,0.391081537,0.969412322,6.335677375,5.001252672,0.7356228325690823
0.258133433,0.656736665,0.325190064,4.048871396,3.371821222,-0.4797689801122724
0.773473126,0.130873661,0.969821045,6.962557594,5.281028197,1.0345597013960504
0.453789541,0.236050463,0.073496747,1.951089933,1.574564497,-1.6567549543566664
0.169757905,0.519773949,0.337003176,3.767109242,2.775634594,-0.7106360932558633
0.828883366,0.430887524,0.248714273,4.275415842,3.136090303,-0.44083636114199215
0.617144987,0.706777217,0.167041908,4.238037836,3.322546435,-0.4169891639138297
0.167619216,0.036671427,0.736402015,4.164136103,3.276342557,-0.4549425459791836
0.663804528,0.474630876,0.844170449,7.011733657,5.519197807,1.102365601896668
0.805670153,0.585354364,0.868271281,7.515992544,6.026573207,1.4007446183459251
0.20584121,0.111919619,0.269749612,2.068300996,1.627569403,-1.600718840587296
0.057086856,0.531169528,0.936605692,6.475226555,5.186906349,0.8274774732632695
0.039343541,0.122109914,0.452199028,2.701122246,2.168596906,-1.2458999341330381
0.933875018,0.316156105,0.507234809,5.211873409,4.238392127,0.1461161571444835
0.041572859,0.148343201,0.986630123,5.456085491,4.312726263,0.2554626591784404
0.965118696,0.004939981,0.951811785,6.874526814,5.38444693,1.0218556244505124
0.639119938,0.867918295,0.454739856,6.280383209,4.829817732,0.6791494207207356
0.515596029,0.48884658,0.666864258,5.825852685,4.711723553,0.4797879514739818
0.139651255,0.02997359,0.307929942,2.004017915,1.634319732,-1.6241030894747763
0.704680763,0.201853452,0.673432433,5.345433346,4.303475317,0.21092940156310153
0.969912046,0.093900716,0.672602118,5.414149672,4.359775909,0.24895601407633505
0.443750219,0.868142254,0.177149789,4.28522955,3.491750418,-0.36409537463546965
0.692625952,0.83811529,0.944614219,8.778957748,7.016292795,2.0904092711551545
0.683248028,0.497174764,0.61784724,5.919857241,4.596900421,0.49245430871917334
0.868904984,0.570609747,0.03038706,3.577236109,2.754417656,-0.7881487870388599
0.930948696,0.689526751,0.676513386,7.283060753,5.786537687,1.2617527745203758
0.215675152,0.65888547,0.393864406,4.567742403,3.669949403,-0.21868444974995022
0.651232977,0.10659303,0.657845305,5.07406746,3.912690023,0.02620385113219472
0.999413726,0.048212039,0.977174184,7.251212513,5.431542847,1.1766581057485266
0.406907961,0.87075345,0.782385484,7.322099172,5.885756733,1.2971483875586456
0.567016261,0.738449209,0.878515561,7.771520405,6.149277345,1.5243737780547413
0.404140322,0.327033162,0.667593386,4.975682801,4.023188029,0.010962539640395553
0.807845942,0.762285135,0.797813649,8.039308975,6.406625301,1.680347786059269
0.435583315,0.817834216,0.120209055,3.8089366,3.041622421,-0.6399551395801358
0.544489098,0.00575866,0.32458583,2.750860883,2.290351703,-1.20175845070776
0.366461535,0.396172692,0.695467207,5.289046925,4.404815827,0.2099919322633672
0.388558101,0.448693623,0.237544131,3.252031042,2.763833899,-0.9115223640645783
0.373251792,0.227269627,0.073195924,1.710565841,1.374541499,-1.7904640814595139
0.603448593,0.668212799,0.619490346,6.248199786,5.038672199,0.7095929151817477
0.463494044,0.37978578,0.86333365,6.329101406,4.954724933,0.7235443970564011
0.519081785,0.479181878,0.025642066,2.549092653,2.026679394,-1.333591440001355
0.341247828,0.380195619,0.398822781,3.900529807,3.107017397,-0.5912481944004364
0.580172369,0.533602547,0.607905093,5.690191563,4.765491598,0.4385460842427472
0.764883262,0.812985739,0.718123076,7.581393263,5.941565862,1.4085059634522612
0.955523696,0.018232583,0.195777986,3.066430984,2.22542835,-1.093483992028882
0.007562875,0.647474714,0.898030549,6.396383001,5.207023372,0.8012249346556439
0.243482297,0.927034545,0.06026739,3.49761329,2.784300448,-0.8126982481746288
0.934436027,0.351622687,0.101420828,3.407791795,2.745528996,-0.8552610174941262
0.485871759,0.256776568,0.284872902,3.284410252,2.437841633,-0.9659199152129034
0.307289965,0.803025898,0.539161277,5.73887477,4.605605764,0.42450550595677267
0.311307699,0.610333783,0.716150674,5.98124869,4.812203767,0.5602761808065565
0.272624001,0.413549102,0.121886093,2.443713438,1.851419278,-1.4101478827795262
0.18114935,0.681117854,0.181438348,3.202614784,2.699567551,-0.9437465255791169
0.525163384,0.709046262,0.106876923,3.779986119,2.966307464,-0.6665601016060062
0.56731222,0.256562784,0.962926875,6.759807897,5.306897001,0.9617446288174907
0.483545647,0.80599255,0.550226542,6.105420806,4.868359851,0.6196408960614886
0.043412533,0.633151376,0.951403342,6.659437324,5.485563074,0.959722030615501
0.60161182,0.819188859,0.884206463,7.993154443,6.652577459,1.7130182252973563
0.228079772,0.21204484,0.610980989,4.200680742,3.330144436,-0.4298246332853948
0.41102847,0.839861303,0.900023123,7.964654515,6.415900277,1.6534852296260438
0.353421379,0.236870559,0.780525515,5.256351237,4.105388335,0.13596974558850117
0.274806036,0.822614319,0.423738254,5.181984965,4.179474008,0.12251341331035948
0.667549899,0.095535314,0.623859325,4.532299662,3.6258636,-0.2413846454193641
0.451767679,0.586608463,0.168014208,3.444970013,2.668537014,-0.8567298620353454
0.736873745,0.862797078,0.2167398,5.14273183,4.055325371,0.08192104389909546
0.095714556,0.023638586,0.6419715,3.38123403,2.889744234,-0.8359099003076936
0.607094036,0.546697413,0.231947096,3.920365153,3.300174553,-0.5439814022666221
0.390905996,0.594476335,0.496766859,4.982297336,4.083917739,0.02596920892053018
0.98778552,0.136439753,0.695144554,5.889832341,4.450085822,0.45076801731485405
0.404318768,0.428199615,0.717597766,5.662492307,4.527740187,0.3791012306648907
0.692436151,0.991255994,0.128394289,4.776788608,4.06054137,-0.05801104040028897
0.104109649,0.724338817,0.578386917,5.06110032,4.298112808,0.10027259306976319
0.274160667,0.079419369,0.08565825,1.15418417,0.768043062,-2.1292605705087064
0.894190875,0.191867325,0.323371562,4.026610193,3.025409087,-0.5594090095016787
0.226656402,0.354996306,0.069423843,1.590670451,1.498762962,-1.8111785102691003
0.519059791,0.067612564,0.800356508,5.192766794,4.202676218,0.13142744587627359
0.233712082,0.540011915,0.880079088,6.43523056,5.001301478,0.7739918195759531
0.650877369,0.532957787,0.324333753,4.661130641,3.589833135,-0.1991358459291037
0.333001913,0.669486955,0.994139361,7.606659317,6.164082579,1.463888051310772
0.66183919,0.557783417,0.73065051,6.688580081,5.394780568,0.9523280613678805
0.465205612,0.060142343,0.562296816,3.936448046,3.166637297,-0.5651781394980298
0.957625285,0.175302942,0.690004891,5.678127202,4.692971978,0.4190209681963518
0.200933689,0.535827684,0.09667645,2.569553401,1.947681492,-1.3419132077819116
0.450370936,0.756163329,0.347571524,4.928629131,3.76545061,-0.06003969355951221
0.664911724,0.795449961,0.927177819,8.402889293,6.655398491,1.8714724282551942
0.234642082,0.399315916,0.152416013,2.821935748,2.060080148,-1.2216101035766096
0.992483502,0.927000968,0.53995713,7.257344266,6.105401647,1.317255257240267
0.842033294,0.520957977,0.623585688,6.537338626,5.130842547,0.8399091056178327
0.089124432,0.75527042,0.127713484,3.053882792,2.575650716,-1.0264747928042626
0.82606763,0.782028088,0.708744698,7.570675903,6.06711442,1.4301313104921773
0.036160381,0.303128356,0.26311257,2.292717454,1.808899866,-1.4770507304590978
0.360136407,0.087642747,0.936957823,5.625566537,4.494136741,0.357979944119691
0.553802241,0.305524311,0.396981517,3.952101706,3.349347159,-0.521665742859178
0.447202541,0.600594333,0.515679428,5.307536093,4.140751554,0.1629462177683572
0.919391973,0.496963483,0.992158015,8.1387471,6.751606605,1.7894314428909843
0.851424958,0.208510514,0.930595215,7.056415449,5.488591766,1.1133035213727662
0.116366398,0.817449708,0.380623293,4.546578948,3.873210253,-0.18514230353303446
0.87797432,0.86805669,0.8059254,8.276738778,6.570123305,1.8053719586638157
0.790030436,0.304679139,0.080919283,2.853693419,2.329011055,-1.1542053752849588
0.402980179,0.173524515,0.694951089,4.927004269,3.744408898,-0.0649822407940592
0.346099727,0.975610201,0.640972077,6.770356934,5.380536682,0.9809156411395583
0.822480564,0.132524673,0.862014482,6.388452919,5.034943861,0.7628692168777012
0.922757191,0.487061919,0.606252938,6.264869199,5.127749513,0.734289033964495
0.764809801,0.174838627,0.502566076,4.642758051,3.510081431,-0.2225751746913404
0.398663028,0.146373992,0.367534422,3.142670917,2.284165615,-1.0520585921983792
0.068172309,0.025811907,0.135166289,1.074472669,0.698268912,-2.174287697218717
0.963115112,0.549529536,0.965822161,8.386373242,6.673041619,1.868727894184406
0.432497878,0.311816133,0.506141863,4.398018951,3.507686564,-0.31736721473522367
0.439511689,0.105664684,0.640826315,4.409955757,3.58169396,-0.29758604664931054
0.216038183,0.619587955,0.650201092,5.67143287,4.467890012,0.3702685443126831
0.152024853,0.061349627,0.780761586,4.320023279,3.690008023,-0.31001864784836225
0.459800424,0.058163796,0.994866317,6.142924351,4.836998868,0.6276580874669804
0.057780561,0.695035229,0.983678925,7.099591705,5.724331964,1.1782992615476995
0.239180104,0.142249369,0.121384939,1.505614194,1.0387766,-1.9383126576405572
0.303275148,0.101045811,0.692161342,4.379669685,3.449906664,-0.3362902892159187
0.062291798,0.509422128,0.996696854,6.66155829,5.320141738,0.9266049453586772
0.81397027,0.615219438,0.306253621,4.993244053,4.080048963,0.029393467870671472
0.623895836,0.527041464,0.426083384,4.980804302,4.004029312,0.009005717981194244
0.130710377,0.886604215,0.449784649,5.327968449,4.093777786,0.16118289940037855
0.194622512,0.367759351,0.414129753,3.661716807,2.885076594,-0.7287942082793216
0.827537896,0.733614381,0.769304894,7.78935886,6.219715486,1.5456967263301418
0.011031264,0.416153998,0.481344152,3.631691329,3.135111635,-0.6890715036954433
0.019192277,0.259813209,0.760289823,4.530349213,3.808231126,-0.2047255386589078
0.137109706,0.535310131,0.215201872,3.051689222,2.480832041,-1.0467709798807
0.012120775,0.241201458,0.975873755,5.714819376,4.530688425,0.39986824349282446
0.801537112,0.959576644,0.487854044,7.068341444,5.591494655,1.1390081076874186
0.109736199,0.547959489,0.454377335,4.074839474,3.476962849,-0.44819456763138066
0.844357083,0.098082581,0.488241137,4.401212727,3.331428884,-0.3522938875974
0.150048665,0.324675927,0.737357077,4.796962081,3.951247191,-0.07265843734414944
0.476018129,0.375888285,0.394476279,4.012835396,3.154396146,-0.5382563581084367
0.459446768,0.785016544,0.892084689,7.834023664,6.25796558,1.570753158062566
0.955334687,0.786903386,0.315406896,5.801764473,4.784910296,0.4855199225032668
0.688134706,0.437603124,0.254670622,4.026479874,3.085194929,-0.5471948330713982
0.840871579,0.038426349,0.901761992,6.286781856,4.725390773,0.6601928817504656
0.461477465,0.637201477,0.659353922,6.163734674,4.881413503,0.6447877021455863
0.895117741,0.636669682,0.613933585,6.655143313,5.481432529,0.957220164689261
0.066652041,0.518408022,0.150169001,2.447894096,2.050437109,-1.3677107688260461
0.737433769,0.512221921,0.680227779,6.113558599,5.150435197,0.6806410496970292
0.041672901,0.084792016,0.716323388,3.900649174,3.111783613,-0.5902244655894545
0.072084336,0.071256728,0.012108475,0.255433907,0.206799151,-2.590692119336361
0.956501398,0.737508359,0.353251409,6.012384369,4.743058062,0.5580886522827042
0.296535581,0.34970323,0.774653531,5.593189243,4.33424739,0.3127051109289278
0.661370611,0.185195568,0.174109335,2.795541701,2.369891851,-1.1682256606553219
0.09839565,0.66030272,0.764372662,6.151663392,4.912891644,0.6465938847102689
0.265046428,0.020944961,0.082171667,0.908894425,0.720553885,-2.2335153684055946
0.967860035,0.295444777,0.769223148,6.842906461,5.206156063,0.9730975861954567
0.624663569,0.38193964,0.205687262,3.516801524,2.705299081,-0.8215110408850579
0.121386418,0.615012968,0.774633781,5.937325115,4.794196978,0.539658038285868
0.643904254,0.530302133,0.041951223,3.202033039,2.571099985,-0.9703243478517243
0.968488778,0.798714192,0.292822037,5.686600962,4.639448409,0.4113062490579732
0.979970329,0.60188159,0.582422658,6.595247303,5.231186927,0.8828064933425952
0.748073179,0.811769788,0.656478607,7.152989787,5.966492737,1.248550695995661
0.128095746,0.338267506,0.92808364,5.858514442,4.755077779,0.5012665276093398
0.224615612,0.372167024,0.432076883,3.620460946,3.072532477,-0.7062361050901272
0.43940499,0.612939582,0.943075838,7.555316222,5.902937141,1.3905339372659686
0.240692712,0.121501376,0.19747049,1.807356562,1.490986031,-1.7292822355094433
0.8869249,0.645810813,0.285906789,5.176066681,4.119652538,0.10796133263488128
0.815946939,0.861369996,0.846514339,8.391540424,6.574437825,1.8504914142266167
0.918926534,0.25224102,0.755041929,6.187725441,5.230687577,0.7256812466670942
0.460539497,0.841998553,0.728490677,7.116533775,5.838832783,1.2083157829052493
0.776447446,0.656161838,0.177428769,4.217298756,3.47507131,-0.39369141306521643
0.545026919,0.98466974,0.937388066,8.724139984,6.918540019,2.049234485653047
0.043173736,0.164814816,0.131728773,1.102604282,1.038468898,-2.0936600842177513
0.72597991,0.81778533,0.213511366,5.171600241,3.996148425,0.08090488946347742
0.505852693,0.840703028,0.732801545,7.288958466,5.827309683,1.272389144649683
0.542237205,0.59034769,0.508360547,5.407895596,4.341824962,0.24286381352108025
0.297548451,0.565021993,0.688885302,5.860960059,4.665042966,0.4837392272989074
0.873322916,0.636291354,0.761121537,7.376495981,6.089929477,1.359991828052064
0.160071635,0.461557474,0.00933162,1.80582173,1.488137938,-1.7304578778356459
0.246678865,0.726461715,0.991809951,7.651773675,6.04844684,1.4575497617969535
0.0991781,0.401494316,0.800070969,5.429595998,4.489043099,0.28142536238075183
0.204035635,0.555084949,0.733071296,5.865917947,4.790112466,0.5113061524289737
0.61598545,0.188024735,0.355384569,3.646217158,3.13078396,-0.6843623101082372
0.783791784,0.554226514,0.005229614,3.285283545,2.469823013,-0.95902280680937
0.76099076,0.035311355,0.745733783,5.191095755,4.23698786,0.13782222112209142
0.20248056,0.95807348,0.367940751,5.022880688,3.962457675,0.016690276785226537
0.326931616,0.14888805,0.305604215,2.616277568,2.140349328,-1.2843862254138463
0.876650762,0.996334338,0.368309531,6.593189427,5.224230079,0.880586451557759
0.448610631,0.722070938,0.88619578,7.381392606,6.215220993,1.3875806919244251
0.593044334,0.391525698,0.412621841,4.664942635,3.441406613,-0.22811506482784588
0.695618146,0.003218264,0.619589337,4.650477177,3.360911925,-0.2502013459416391
0.35549301,0.794197331,0.09299064,3.618743046,2.843569029,-0.7538672952630133
0.588202267,0.48097289,0.642325526,5.838154519,4.456488952,0.43216949420573064
0.064853594,0.579983787,0.561484588,4.655860594,3.868288158,-0.14404455396371468
0.560660094,0.603487667,0.676467937,6.218931029,4.849072752,0.6594211462401097
0.804989,0.26982072,0.82504941,6.552435262,5.185078699,0.8568519448945158
0.498255682,0.077058279,0.058550929,1.546216102,0.966451756,-1.9375049048506086
0.334238319,0.784896977,0.707680935,6.437396185,5.262293879,0.8283659010226951
0.788614965,0.517269056,0.440198998,5.36344973,4.401228896,0.2379243613104841
0.147452527,0.328192754,0.434019366,3.43405424,2.813802928,-0.8311361730319885
0.08860043,0.220611953,0.598225294,3.639382432,2.990982342,-0.7156745297909215
0.735663114,0.998347511,0.933113331,9.045896918,7.328696426,2.2573500451955137
0.6425652,0.421248053,0.636177365,5.688400829,4.563479079,0.39641550880258647
0.785651618,0.118336191,0.40990489,4.164605023,3.161200498,-0.47838195790719684
0.839802286,0.383832952,0.571872271,5.746120096,4.370089057,0.37898362173226546
0.587769361,0.184476253,0.362235442,3.406596532,2.851043168,-0.8340765259988117
0.334511289,0.026196709,0.024191764,0.917175151,0.393586597,-2.2973983544027248
0.831697044,0.27307081,0.518078766,4.91826995,3.9395492,-0.028316845692604255
0.298725574,0.940679245,0.259296759,4.824241782,3.788146124,-0.09560559875824631
0.429656813,0.87273025,0.841933567,7.640059746,6.257377795,1.495896075869653
0.186101418,0.80264331,0.458186887,5.06170358,4.120771033,0.06412537507752705
0.482968872,0.133479972,0.080601514,1.901964895,1.240002989,-1.7443149028575813
0.727939307,0.496461152,0.436850703,5.000799227,3.981965339,0.01218381540057701
0.729508229,0.765512899,0.158908168,4.410384174,3.663545262,-0.28063010313141534
0.610225149,0.135354082,0.751375086,5.325028043,4.25131654,0.19236722248744084
0.656955156,0.956614621,0.068958016,4.632382143,3.594888942,-0.20917582767247744
0.057054721,0.282187075,0.261705684,2.117264478,1.789789124,-1.5485751113549007
0.246978799,0.906254581,0.2495462,4.177236779,3.703906249,-0.3621848470874367
0.271949726,0.759398262,0.449739842,5.025677566,4.053610358,0.03646688847113602
0.776710557,0.065366158,0.487571194,4.242549635,3.26995688,-0.42603886929266005
0.0336136,0.062653203,0.906437453,4.907400252,4.049796881,-0.009888998213113561
0.139245371,0.532420682,0.411095603,3.884914666,3.041933909,-0.6106160279443016
0.347343326,0.899833346,0.021823397,3.462161013,2.672707668,-0.8492504115830335
0.663789686,0.963394434,0.560168183,7.133993666,5.723202315,1.1913229938590777
0.936822462,0.052257879,0.418793319,3.937410987,3.143187361,-0.5696175967271215
0.260157791,0.730820965,0.98129709,7.580411852,6.110653708,1.442814275307596
0.256530062,0.654174601,0.198097633,3.485114482,2.734506491,-0.8277288486606059
0.565330255,0.463932487,0.97200533,7.427406489,5.869867903,1.334465081193891
0.608527273,0.349506372,0.114095785,2.785071917,2.40279379,-1.1655103266187905
0.151246829,0.22531693,0.250966661,2.236721855,1.874242059,-1.4852222594969828
0.850616058,0.561222788,0.523390911,5.753022302,4.858767054,0.48188988859479753
0.114768872,0.860139693,0.722814303,6.358203499,5.072137048,0.7588435331188828
0.067668362,0.707835097,0.543538217,5.021883973,3.930127782,0.009674118977387066
0.081725346,0.458300642,0.484696287,3.863604648,2.923216905,-0.6431804720736791
0.16577454,0.945698147,0.849975371,7.424418801,5.931870582,1.3460330398913807
0.669022337,0.462295561,0.411765542,4.828446316,3.902004893,-0.07062870426482126
0.650973467,0.545431869,0.062273106,3.215353152,2.640826949,-0.9508882580879223
0.512502649,0.806403617,0.459239878,5.757461914,4.5995712,0.4304294214394935
0.051956578,0.786278199,0.201363782,3.373293407,2.846855465,-0.8477676589650043
0.258620835,0.164706353,0.330215065,2.641774926,2.051668841,-1.2927536029354392
0.756751506,0.51938586,0.204881274,4.157088578,3.273592892,-0.4582221002560205
0.877830078,0.879581855,0.870578425,8.762995142,7.074601283,2.0962200247699716
0.238796211,0.451239344,0.984989656,6.697605609,5.264662623,0.9291134741041356
0.772012476,0.027167421,0.065204591,1.973971813,1.516720401,-1.6598043681935455
0.463931377,0.909220206,0.538701798,6.42049334,5.216998259,0.8125611579647218
0.497812508,0.1054737,0.656780105,4.390952512,3.596013402,-0.3019707414910304
0.822103161,0.380420008,0.775611851,6.779433005,5.356722225,0.979527487856138
0.964476654,0.203766459,0.523329631,5.123275367,4.330915098,0.13095836525823223
0.287137958,0.792854419,0.577593366,5.883354996,4.712782169,0.5021614093362168
0.634582418,0.79791416,0.395970473,5.76248437,4.569871621,0.42627209790171444
0.915090068,0.533028867,0.157954823,4.081873483,3.263220854,-0.4893310386180415
0.695899118,0.79326135,0.316761677,5.284446573,4.312173878,0.18921491543417968
0.857179257,0.906143255,0.276904487,5.788455846,4.704772134,0.46395251881715005
0.983521473,0.140711528,0.202015668,3.320880519,2.654607937,-0.907400348830834
0.184224839,0.89398971,0.654292552,6.495375228,5.026512211,0.8023379415083141
0.152104283,0.440323418,0.615298025,4.615991738,3.810793248,-0.171200908867558
0.083464085,0.882416368,0.803603535,6.776640274,5.691870784,1.0472033560613028
0.505206774,0.967126615,0.417760979,6.021037192,4.891534192,0.5918808835306816
